id;marche;SOURCE;DT_UPDATE;DT_ARRETE;NU_CNT;NOM_CLI;CD_INT_STC;CD_PRD;PTGST;DT_EFF_AFN_CNT;DT_EFF_RESIL_CNT;DT_ECH_AN_CNT;CD_APERIT;TXACPT;INDICE_CNT;NBRE_SITES;CDSIREN;CDTRE_CNT;CDNAF;LCI_G;RESEAU;NM_INT;INTERNATIONAL;SOUS_LIMITE_EV_NAT;MONTANT;SOUS_LIMITE;COMMENTAIRE;BATCH;DICID;ID_SITE;NOM_SITE;DT_MAJ_SITE;DATE_VISITE_SITE;STOCK;CDTRE_1;CDNAF_1;CD_SIRET;QUALITE_JURID;USAGE;TYPE_BIEN;TYPE_RESIDENCE;ETAGE;EXCL_RISQ_LOCATIFS;EXCL_RISQ_BAT;NB_PIECE;SURFACE;SURFACE_DPDCE;PRIME_TTC;PRIME_PTF_ANN_HT;BATIMENT_CLASSE;BATIMENT_OCCUPE;PISCINES;HOTEL_NB_ETOILES;HOTEL_RESTAURANT;HOTEL_NB_CHB;LCI_BAT_CLASSE;LCI_GRD_RISQ;LCI_DEPENDANCE;DATE_EFFET_CAPITAUX;INDICE_CAPITAUX_MURS_BATIMENTS;CAPITAUX_MURS_BATIMENTS;CONTENU;INDICE_CAPITAUX_CONTENU;CAPITAUX_CONTENU;INDICE_CAPITAUX_MATERIELS;CAPITAUX_MATERIEL;INDICE_CAPITAUX_MARCHANDISES;CAPITAUX_MARCHANDISES;INDICE_CAPITAUX_ASS_MH_HLL_CARAV;CAPITAUX_ASS_MH_HLL_CARAV;INDICE_CAPITAUX_DEPENDANCE;CAPITAUX_DEPENDANCE;INDICE_CAPITAUX_COMPL;CAPITAUX_COMPL;INDICE_CAPITAUX_DD;CAPITAUX_DD;MARGE_BRUTE;PERIODE_INDEM_PE;CHIFFAFF_SITE;PERTE_LOYER;INDICE_VAL_PE;VAL_PE;SMP_INITIAL;LCI_GLOB;LCI_ATTENTAT;FRANCHISE_GLOB;UNI_FRAN_GLOB;MIN_FRAN_GLOB;MAX_FRAN_GLOB;FRANCHISE_INC;UNI_FRAN_INC;FRANCHISE_DDE;UNI_FRAN_DDE;FRANCHISE_PE;UNI_FRAN_PE;LIMITE_TGN;FRANCHISE_TGN;UNI_FRAN_TGN;MIN_FRAN_TGN;MAX_FRAN_TGN;NUM_VOIE_SITE;RUE_SITE;NUM_RUE_SITE;LIEU_DIT_SITE;CP_SITE;VILLE_SITE;ADRESSE_SITE;PAYS_SITE;COORD_X_SITE;COORD_Y_SITE;QUALITE_GEOCODAGE;LIMITE_INOND;FRANCHISE_INOND;UNI_FRAN_INOND;LIMITE_TREMB;FRANCHISE_TREMB;UNI_FRAN_TREMB;LIMITE_EMEUTES;FRANCHISE_EMEUTES;UNI_FRAN_EMEUTES;LIMITE_TOC;FRANCHISE_TOC;UNI_FRAN_TOC;TYPE_SITE;CEDANTE;ID_GAREAT;APERITEUR;NOM_APERITEUR;POL_APERITEUR;CD_SIREN_SIRET;CDNAF_GAREAT;LIBNAF_GAREAT;CDSIC;LIBSIC;TX_DEROG_ATT;LCI_MULTISITE;CAPITAUX_TT;RSQ_NUCLEAIRE;RSQ_SEVESO;TRC_TRME;MULTI_SITE;PORTEE_LIGNE;CD_GAR_CAR_FOURNIS;GAR_CAR_FOURNIS;CAR_FOURNIS_NNDENOM;CAR_FOURNIS_ENERGIE;CD_CAR_CLIENT;CAR_CLIENT;CAR_CLIENT_NNDENOM;CAR_CLIENT_ENERGIE;COM_GAREAT;CD_LC360;DICID_SITE
;;IMS;2020-03-31;2026-03-03;45712147;"AVF TP";H93065;01072;N20;2010-05-27;;0101;A;100;;0;495218927;;;0;AGENCE;"MONTPELLIER EUROPE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;44208556;GATIGNOL;H91973;01072;N17;2008-06-11;;0101;A;100;;0;324568617;;;0;AGENCE;USSEL;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017507240;"SCI LES ARCHERS ET SNCD";G23784;MRI;N31;2008-01-10;;0011;A;1;;0;497729871;943;;3125717;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59920015;"SOC AMENAG EQUIPEMENT REGION S";4B4022;00640;N36;2019-01-01;2019-08-19;0101;A;100;;0;578505687;*975;;0;COURTAGE;"DRABER-NEFF ASSURANCES";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;58541988;"FRANCE DECORS";400701;01065;N20;2018-01-01;;0101;A;100;;0;442280368;*602;;0;AGENCE;COURS;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;56949750;"A COM ARTHUR";4E0535;01053;N35;2016-07-20;;1001;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;56980723;"SEMIIC CIRCUITS S.A.R.L.";4E0535;01053;N35;2016-07-20;;1101;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017516236;"JUNGHANS T2M";G28275;MRI;N30;2008-03-15;;0011;A;0.6;;0;433426558;223;;15000000;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;57670416;AXENGO;4E0535;01053;N35;2017-01-19;;0101;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;60042707;"HABITAT 38 SOLAIRE";484648;00538;N06;2019-02-04;;1130;A;100;;0;844035535;;;0;COURTAGE;"SIACI SAINT HONORE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59921254;METIS;H90342;01065;N20;2019-01-01;;0101;A;100;;0;518765136;*218;;0;AGENCE;MONTLUCON;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;56586685;"FEDERATION DE TRACTEUR PULLING";4E0535;01053;N35;2016-05-13;;0501;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RI&GAR;V5;2020-03-31;2026-03-03;Z017524133;"LAMY GESTION";G28236;MRI;N31;2008-01-01;;0011;A;1;R.I.;0;410409460;960;;8250000;;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;57592884;"ASSISTANCE SERVICES";4F2418;01072;N06;2017-01-01;;0101;A;100;;0;059801324;;;0;COURTAGE;"AON FRANCE ACC";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59947845;"A 2A ALTERNATIVE ASCENSEUR";190008;00640;N31;2019-01-01;;0101;A;100;;0;481657542;*208;;0;COURTAGE;"SERVYR COURTAGE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;58541472;MALERBA;400701;01065;N20;2018-01-01;;0101;A;100;;0;414565267;*602;;0;AGENCE;COURS;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;55220815;SATELC-GRM;400750;01065;N20;2015-06-01;;0601;A;100;;0;325620359;*910;;0;AGENCE;"ANNECY ALTAIS";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59948048;"ASL AIRLINES FRANCE S.A.";4A1318;00640;N30;2019-01-01;2019-06-04;0101;A;100;;0;344461546;*928;;0;COURTAGE;"GRAS SAVOYE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;53676306;"URBA 29";4A5558;00640;N23;2014-03-11;;0101;A;100;;0;530303312;*975;;0;COURTAGE;"AUXILIA COURTAGE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RI&GAR;;2024-03-04;2026-03-03;035132897;"SAS DECIZE DISTRIBUTION";H96118;00640;N17;;;;A;100;R.I.;0;;;;0;;P+;0;;;;;0;"SAS DECIZE DISTRIBUTION";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;60036582;FIBA;4A5071;00640;N23;2019-01-01;;0101;A;100;;0;750165805;*372;;0;COURTAGE;"SPGA MONIN & CIE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;56762399;"JB AUTOMOBILES";4E0535;01053;N35;2016-07-01;;0701;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;44022215;G.M.B;H94909;01065;N17;2008-11-01;;0101;A;100;;0;391279130;*602;;0;AGENCE;"ANGERS EST";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;60047881;"SUPERGA INVEST";4A4425;00640;N31;2019-01-01;;0101;A;100;;0;789624814;*372;;0;COURTAGE;"DEPEYRE ENTREPRISES";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;58978603;SRT;4E0535;01053;N35;2018-02-16;;1231;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;048357982;SOREA;H94408;01065;N17;2017-06-01;;0101;A;100;;0;340935873;*221;;0;AGENCE;CHATEAUBRIANT;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;57385667;NGE;140094;01072;N23;2017-01-01;;0101;A;100;;0;504124801;;;0;COURTAGE;"GENERALE DE SERV & D'ASSCE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;49394415;"PROTEC METAUX D'ARENC";H91331;01065;N23;2012-12-31;;1231;A;69;;0;057804726;*213;;0;AGENCE;"MARSEILLE SAINTE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RI&GAR;V5;2020-03-31;2026-03-03;Z017137687;"LEXTENSO EDITIONS";G27105;MRI;N31;2003-01-01;;0011;A;1;R.I.;0;552119455;538;;9275000;;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;37735432;SCD;4C1250;00640;N17;2003-09-04;;0101;A;100;;0;318289634;*966;;0;COURTAGE;"BMS ATLANTIQUE ASSURANCES";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;60004213;BUGNOT;400532;01065;N12;2019-01-01;;1201;A;100;;0;517280251;*208;;0;AGENCE;DOULAINCOURT;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;41114680;NORPROTEX;400847;00640;N23;2006-05-01;;0101;A;100;;0;552620700;*462;;0;AGENCE;"AVIGNON DELTA";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RI&GAR;IMS;2020-03-31;2026-03-03;0040764801;SOTRINBOIS;4A8050;00640;N17;2013-01-01;;0101;A;100;R.I.;0;334896123;*602;;0;;"FILHET ALLARD ET CIE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017533808;"VAL D'ALLOS LOISIRS ET";G19123;MRI;N20;2008-07-01;;0071;A;1;;0;502750540;910;;6000000;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59951021;"VERMANDOISE D'INVESTISSEMENT E";4F2329;01065;N11;2019-01-01;;0101;A;100;;0;420379067;*208;;0;COURTAGE;"GRITCHEN SAISON WAGNER";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;83071562;INFOMIL;481608;00640;N17;2002-01-01;;0101;C;25;;0;394451223;*958;;0;COURTAGE;"O SCHAUPP/ASV ASSCES";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;53470939;"BERNIER PROBIS";170042;00640;N17;2013-11-01;;0101;A;100;;0;324893965;*602;;0;COURTAGE;"TREFFEL ASSURANCES";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RI&GAR;V5;2020-03-31;2026-03-03;Z017138808;CHABANNE-GOP-ABI-CEO;G21138;MRI;N20;2003-01-01;;0011;A;1;R.I.;0;421971474;208;;7700055;;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59935399;CADEGAU;5R0705;01065;N17;2019-01-01;;0101;A;100;;0;478697428;*772;;0;AGENCE;"NANTES A";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;57314991;"SOCIETE CINEDEVIL";481584;00640;N31;2017-01-01;;0101;A;100;;0;642035430;*943;;0;COURTAGE;"GROUPE ROUGE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017694143;"RESSORTS HUON DUBOIS";G35080;MRI;N12;2011-01-01;;0011;A;0.6;;0;353019243;208;;14025000;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59938321;"CHAUVIN ARNOUX";484661;00640;N31;2019-01-01;;0101;C;50;;0;572075836;*223;;0;COURTAGE;"JADIS SAS";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;57483595;"WILLY LEISSNER";190036;01065;N31;2017-01-01;;0101;A;50;;0;588500629;*969;;0;COURTAGE;ROEDERER;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017140504;ADEL;G17394;MRI;N20;2003-01-01;;0011;C;0.4;;0;956507164;208;;21000000;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;46873177;PLEX;H93869;01065;N20;2011-04-20;;1001;A;100;;0;434677613;*320;;0;AGENCE;"VIRIEU SUR BOURBRE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;56941078;"BBE DEVELOPPEMENT SARL";4E0535;01053;N35;2016-09-01;;0901;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;60923642;FACDEM;H95975;01065;N12;2019-10-01;;1001;A;100;;0;454500349;*964;;0;AGENCE;"LILLE CENTRE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RI&GAR;V5;2020-03-31;2026-03-03;Z017140801;"COMPTOIR DE BOIS DANIEL SABBE";G19210;MRI;N17;2003-01-01;;0011;A;1;R.I.;0;775747876;602;;2750000;;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017694419;"JOS INTERNATIONAL";G12794;MRI;N20;2011-01-01;;0011;A;1;;0;389680141;224;;2262636;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017543453;"FINANCIERE FANDI";G31143;MRI;N31;2008-09-01;;0011;A;1;;0;424609808;320;;12500000;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;56658581;"MASSE ANTOINE";4E0535;01053;N35;2016-06-01;;0601;A;100;;0;;;;0;COURTAGE;"GRAS SAVOYE SA(EX ACTEON)";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;59908762;"FINANCIERE MB";4F2160;00640;N31;2019-01-01;;0101;A;100;;0;352554752;*218;;0;COURTAGE;"VAL DE FRANCE COURTAGE";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;IMS;2020-03-31;2026-03-03;49411012;"ANGEL FRANCE";481374;01065;N31;2013-01-01;;0101;A;100;;0;515720647;*320;;0;COURTAGE;"A S C O R A";0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;V5;2020-03-31;2026-03-03;017141207;"SERAX TRANSMISSIONS";G14534;MRI;N31;2003-01-01;;0011;A;0.7;;0;397859984;099;;7500000;COURTAGE;;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
